 ,Label,Area,Mean,StdDev,X,Y,XM,YM,BX,BY,Width,Height,Circ.,IntDen,RawIntDen,AR,Round,Solidity
1,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0387_KO_P49_NR_F_s3h1_Merged.tif_rotated.tif:0002-0315,471,48.762,29.462,827.128,314.644,826.068,314.384,811,303,30,25,0.745,22967.000,22967.000,1.830,0.546,0.873
2,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0387_KO_P49_NR_F_s3h1_Merged.tif_rotated.tif:0003-0329,661,58.148,49.692,714.520,329.768,715.143,330.742,700,312,29,34,0.791,38436.000,38436.000,1.297,0.771,0.896
3,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0387_KO_P49_NR_F_s3h1_Merged.tif_rotated.tif:0004-0336,329,57.073,42.357,746.926,335.919,747.088,335.889,735,324,21,24,0.783,18777.000,18777.000,1.105,0.905,0.887
4,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0387_KO_P49_NR_F_s3h1_Merged.tif_rotated.tif:0005-0352,433,66.150,45.614,394.976,353.461,393.875,353.227,384,338,22,28,0.836,28643.000,28643.000,1.471,0.680,0.933
5,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0387_KO_P49_NR_F_s3h1_Merged.tif_rotated.tif:0007-0365,555,43.061,19.886,542.583,364.743,542.825,364.750,530,350,26,30,0.889,23899.000,23899.000,1.238,0.808,0.941
6,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0387_KO_P49_NR_F_s3h1_Merged.tif_rotated.tif:0009-0369,485,34.802,12.821,46.533,367.465,46.408,367.291,36,353,21,32,0.796,16879.000,16879.000,1.352,0.740,0.919
7,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0387_KO_P49_NR_F_s3h1_Merged.tif_rotated.tif:0010-0372,422,44.528,24.573,904.242,372.384,904.821,371.442,894,359,21,26,0.922,18791.000,18791.000,1.217,0.822,0.949
8,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0387_KO_P49_NR_F_s3h1_Merged.tif_rotated.tif:0011-0373,345,49.258,30.723,1040.054,372.619,1040.680,373.286,1030,362,20,22,0.933,16994.000,16994.000,1.045,0.957,0.947
9,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0387_KO_P49_NR_F_s3h1_Merged.tif_rotated.tif:0012-0380,523,61.361,43.561,459.940,380.999,459.906,381.700,447,366,26,29,0.872,32092.000,32092.000,1.209,0.827,0.936
10,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0387_KO_P49_NR_F_s3h1_Merged.tif_rotated.tif:0013-0379,438,66.416,54.611,514.822,379.836,514.240,380.263,504,366,21,27,0.869,29090.000,29090.000,1.339,0.747,0.944
