 ,Label,Area,Mean,StdDev,X,Y,XM,YM,BX,BY,Width,Height,Circ.,IntDen,RawIntDen,AR,Round,Solidity
1,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_536631_KO_P50_NR_M_s2h1_Merged.tif_rotated.tif:0001-0243,774,28.434,24.048,330.968,243.477,331.089,243.902,316,225,29,37,0.858,22008.000,22008.000,1.341,0.746,0.945
2,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_536631_KO_P50_NR_M_s2h1_Merged.tif_rotated.tif:0002-0237,382,30.942,22.283,365.421,237.861,365.348,237.615,354,226,22,23,0.930,11820.000,11820.000,1.084,0.922,0.943
3,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_536631_KO_P50_NR_M_s2h1_Merged.tif_rotated.tif:0003-0263,558,22.633,15.405,727.075,264.812,726.732,263.896,712,247,28,32,0.800,12629.000,12629.000,1.168,0.856,0.925
4,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_536631_KO_P50_NR_M_s2h1_Merged.tif_rotated.tif:0005-0262,520,21.829,13.672,1154.231,260.910,1154.825,260.328,1142,249,26,26,0.825,11351.000,11351.000,1.062,0.941,0.923
5,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_536631_KO_P50_NR_M_s2h1_Merged.tif_rotated.tif:0006-0300,505,22.204,10.509,212.876,300.221,212.890,299.614,201,287,24,27,0.868,11213.000,11213.000,1.215,0.823,0.941
6,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_536631_KO_P50_NR_M_s2h1_Merged.tif_rotated.tif:0008-0320,488,32.531,26.592,837.383,319.314,836.802,318.280,825,307,26,26,0.918,15875.000,15875.000,1.225,0.816,0.948
7,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_536631_KO_P50_NR_M_s2h1_Merged.tif_rotated.tif:0009-0344,539,29.245,21.234,787.051,342.995,786.573,342.777,773,328,27,33,0.763,15763.000,15763.000,1.309,0.764,0.893
8,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_536631_KO_P50_NR_M_s2h1_Merged.tif_rotated.tif:0010-0344,465,23.497,12.040,370.263,345.201,370.592,344.826,359,331,23,27,0.831,10926.000,10926.000,1.253,0.798,0.932
9,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_536631_KO_P50_NR_M_s2h1_Merged.tif_rotated.tif:0011-0351,719,34.152,34.179,896.959,352.497,897.935,354.802,885,331,24,41,0.685,24555.000,24555.000,1.910,0.524,0.900
10,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_536631_KO_P50_NR_M_s2h1_Merged.tif_rotated.tif:0013-0353,460,26.454,11.955,557.591,353.293,558.110,353.843,544,340,25,27,0.829,12169.000,12169.000,1.463,0.684,0.930
