 ,Label,Area,Mean,StdDev,X,Y,XM,YM,BX,BY,Width,Height,Circ.,IntDen,RawIntDen,AR,Round,Solidity
1,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543331_WT_P50_MD_M_s3h1_Merged.tif_rotated.tif:0002-0248,650,37.582,30.978,767.343,245.688,766.673,244.323,755,230,26,37,0.740,24428.000,24428.000,1.495,0.669,0.912
2,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543331_WT_P50_MD_M_s3h1_Merged.tif_rotated.tif:0003-0286,607,53.278,47.102,385.342,286.866,385.398,286.530,373,269,25,34,0.798,32340.000,32340.000,1.364,0.733,0.922
3,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543331_WT_P50_MD_M_s3h1_Merged.tif_rotated.tif:0004-0287,398,50.231,43.907,294.384,286.636,294.547,285.431,283,275,23,25,0.851,19992.000,19992.000,1.201,0.833,0.912
4,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543331_WT_P50_MD_M_s3h1_Merged.tif_rotated.tif:0005-0301,610,39.418,27.207,428.236,302.436,428.153,302.749,416,283,25,36,0.818,24045.000,24045.000,1.443,0.693,0.927
5,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543331_WT_P50_MD_M_s3h1_Merged.tif_rotated.tif:0006-0307,690,27.935,19.618,144.183,307.191,143.582,307.456,130,291,29,33,0.888,19275.000,19275.000,1.139,0.878,0.938
6,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543331_WT_P50_MD_M_s3h1_Merged.tif_rotated.tif:0008-0332,590,39.751,37.527,873.234,331.324,872.873,331.705,860,316,26,32,0.850,23453.000,23453.000,1.321,0.757,0.935
7,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543331_WT_P50_MD_M_s3h1_Merged.tif_rotated.tif:0010-0353,759,39.572,31.070,365.389,355.229,366.213,355.588,352,333,29,41,0.721,30035.000,30035.000,1.569,0.637,0.901
8,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543331_WT_P50_MD_M_s3h1_Merged.tif_rotated.tif:0011-0361,759,44.628,39.046,826.205,360.736,828.099,363.396,811,341,31,40,0.767,33873.000,33873.000,1.644,0.608,0.909
9,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543331_WT_P50_MD_M_s3h1_Merged.tif_rotated.tif:0012-0358,472,46.267,42.992,120.458,357.121,120.789,356.672,108,345,25,26,0.893,21838.000,21838.000,1.144,0.874,0.948
10,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543331_WT_P50_MD_M_s3h1_Merged.tif_rotated.tif:0013-0364,432,41.968,34.253,1007.241,363.153,1007.988,363.009,996,351,23,26,0.904,18130.000,18130.000,1.156,0.865,0.940
