 ,Label,Area,Mean,StdDev,X,Y,XM,YM,BX,BY,Width,Height,Circ.,IntDen,RawIntDen,AR,Round,Solidity
1,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543333_WT_P50_NR_M_s3h1_Merged.tif_rotated.tif:0003-0255,340,59.188,49.732,542.126,254.197,543.172,254.821,532,243,21,24,0.804,20124.000,20124.000,1.218,0.821,0.908
2,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543333_WT_P50_NR_M_s3h1_Merged.tif_rotated.tif:0004-0303,872,36.224,26.163,702.126,303.561,701.932,303.865,686,285,32,37,0.789,31587.000,31587.000,1.331,0.751,0.926
3,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543333_WT_P50_NR_M_s3h1_Merged.tif_rotated.tif:0005-0333,487,40.103,31.881,619.890,333.732,619.631,333.659,609,317,22,32,0.696,19530.000,19530.000,1.427,0.701,0.878
4,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543333_WT_P50_NR_M_s3h1_Merged.tif_rotated.tif:0006-0343,725,38.690,24.047,361.584,341.023,361.793,341.615,348,326,30,34,0.727,28050.000,28050.000,1.370,0.730,0.914
5,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543333_WT_P50_NR_M_s3h1_Merged.tif_rotated.tif:0007-0346,603,34.711,16.934,468.066,345.908,468.161,346.580,455,332,28,28,0.862,20931.000,20931.000,1.075,0.931,0.939
6,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543333_WT_P50_NR_M_s3h1_Merged.tif_rotated.tif:0008-0366,603,37.234,19.612,781.009,366.780,781.483,367.160,769,350,24,32,0.829,22452.000,22452.000,1.269,0.788,0.936
7,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543333_WT_P50_NR_M_s3h1_Merged.tif_rotated.tif:0009-0369,599,32.533,15.370,647.824,369.714,647.771,369.995,633,356,29,27,0.867,19487.000,19487.000,1.089,0.919,0.938
8,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543333_WT_P50_NR_M_s3h1_Merged.tif_rotated.tif:0010-0377,918,42.334,21.161,862.178,377.235,862.740,376.266,840,359,45,36,0.604,38863.000,38863.000,1.729,0.578,0.860
9,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543333_WT_P50_NR_M_s3h1_Merged.tif_rotated.tif:0011-0382,458,36.583,18.039,336.845,382.210,337.048,382.865,324,370,26,24,0.837,16755.000,16755.000,1.198,0.835,0.917
10,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543333_WT_P50_NR_M_s3h1_Merged.tif_rotated.tif:0012-0387,528,46.506,34.364,134.110,387.938,133.998,388.216,119,375,29,24,0.774,24555.000,24555.000,1.249,0.801,0.906
