 ,Label,Area,Mean,StdDev,X,Y,XM,YM,BX,BY,Width,Height,Circ.,IntDen,RawIntDen,AR,Round,Solidity
1,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0372_WT_P49_NR_F_s5h1_Merged.tif_rotated.tif:0003-0336,374,10.372,5.772,295.267,337.243,296.718,336.863,285,324,22,25,0.790,3879.000,3879.000,1.039,0.962,0.901
2,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0372_WT_P49_NR_F_s5h1_Merged.tif_rotated.tif:0004-0371,722,20.681,9.257,672.705,369.465,672.424,370.490,660,351,26,40,0.775,14932.000,14932.000,1.569,0.638,0.918
3,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0372_WT_P49_NR_F_s5h1_Merged.tif_rotated.tif:0006-0374,658,16.960,9.197,634.108,375.354,634.709,376.833,619,357,31,35,0.666,11160.000,11160.000,1.643,0.609,0.862
4,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0372_WT_P49_NR_F_s5h1_Merged.tif_rotated.tif:0007-0377,779,24.307,10.076,532.272,375.296,532.178,375.741,512,360,43,34,0.553,18935.000,18935.000,1.547,0.647,0.823
5,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0372_WT_P49_NR_F_s5h1_Merged.tif_rotated.tif:0010-0415,500,37.924,28.856,486.524,413.854,486.524,414.670,474,401,25,28,0.801,18962.000,18962.000,1.414,0.707,0.927
6,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0372_WT_P49_NR_F_s5h1_Merged.tif_rotated.tif:0011-0418,599,36.876,30.012,523.268,418.053,523.137,418.760,511,403,26,30,0.872,22089.000,22089.000,1.175,0.851,0.943
7,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0372_WT_P49_NR_F_s5h1_Merged.tif_rotated.tif:0013-0423,664,34.663,27.625,755.958,422.902,755.960,422.570,741,407,29,32,0.865,23016.000,23016.000,1.182,0.846,0.934
8,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0372_WT_P49_NR_F_s5h1_Merged.tif_rotated.tif:0015-0432,610,30.075,21.173,691.452,432.546,690.903,432.411,677,418,28,29,0.879,18346.000,18346.000,1.072,0.933,0.938
9,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0372_WT_P49_NR_F_s5h1_Merged.tif_rotated.tif:0016-0439,577,22.137,11.183,627.758,437.911,628.110,438.516,616,420,22,38,0.689,12773.000,12773.000,1.845,0.542,0.888
10,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0372_WT_P49_NR_F_s5h1_Merged.tif_rotated.tif:0017-0437,536,30.368,20.665,660.188,436.455,660.922,436.619,647,422,25,31,0.859,16277.000,16277.000,1.367,0.731,0.931
11,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0372_WT_P49_NR_F_s5h1_Merged.tif_rotated.tif:0018-0450,693,46.310,36.823,390.705,449.031,390.695,449.928,380,430,24,40,0.732,32093.000,32093.000,1.689,0.592,0.922
12,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0372_WT_P49_NR_F_s5h1_Merged.tif_rotated.tif:0023-0466,522,41.814,35.275,519.257,465.630,519.450,465.272,506,451,26,30,0.847,21827.000,21827.000,1.259,0.794,0.913
13,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0372_WT_P49_NR_F_s5h1_Merged.tif_rotated.tif:0024-0465,517,24.333,14.663,264.475,464.875,264.710,465.564,249,452,30,26,0.828,12580.000,12580.000,1.130,0.885,0.912
14,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0372_WT_P49_NR_F_s5h1_Merged.tif_rotated.tif:0025-0479,583,29.715,9.884,555.833,480.810,555.551,481.787,544,461,24,37,0.543,17324.000,17324.000,1.530,0.654,0.811
15,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0372_WT_P49_NR_F_s5h1_Merged.tif_rotated.tif:0027-0488,483,32.445,20.240,685.018,488.637,685.193,489.837,673,475,24,26,0.782,15671.000,15671.000,1.179,0.848,0.904
16,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0372_WT_P49_NR_F_s5h1_Merged.tif_rotated.tif:0028-0503,1051,54.577,48.452,400.341,500.785,399.375,498.606,372,480,53,47,0.492,57360.000,57360.000,1.743,0.574,0.783
17,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0372_WT_P49_NR_F_s5h1_Merged.tif_rotated.tif:0029-0504,835,33.982,25.213,930.016,505.872,931.027,505.842,904,488,45,32,0.574,28375.000,28375.000,1.508,0.663,0.817
18,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0372_WT_P49_NR_F_s5h1_Merged.tif_rotated.tif:0031-0507,544,24.585,8.259,634.757,506.149,634.781,505.775,623,491,26,32,0.669,13374.000,13374.000,1.751,0.571,0.872
19,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0372_WT_P49_NR_F_s5h1_Merged.tif_rotated.tif:0032-0510,649,34.995,25.613,354.415,509.560,355.209,509.226,339,494,30,32,0.736,22712.000,22712.000,1.220,0.820,0.901
20,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0372_WT_P49_NR_F_s5h1_Merged.tif_rotated.tif:0034-0524,956,37.337,30.013,194.541,527.200,196.081,527.585,178,501,37,47,0.494,35694.000,35694.000,1.960,0.510,0.808
21,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0372_WT_P49_NR_F_s5h1_Merged.tif_rotated.tif:0037-0521,341,30.915,18.939,237.550,520.957,237.720,521.055,228,510,19,23,0.931,10542.000,10542.000,1.190,0.841,0.951
22,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0372_WT_P49_NR_F_s5h1_Merged.tif_rotated.tif:0039-0527,593,49.565,37.827,688.198,527.434,688.051,526.751,676,511,26,32,0.870,29392.000,29392.000,1.273,0.786,0.942
23,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0372_WT_P49_NR_F_s5h1_Merged.tif_rotated.tif:0040-0526,609,36.585,21.067,1043.208,525.520,1042.454,524.972,1029,512,29,28,0.797,22280.000,22280.000,1.216,0.823,0.928
24,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0372_WT_P49_NR_F_s5h1_Merged.tif_rotated.tif:0042-0534,696,34.484,25.447,994.422,536.389,994.781,535.753,979,516,30,37,0.760,24001.000,24001.000,1.283,0.779,0.909
25,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0372_WT_P49_NR_F_s5h1_Merged.tif_rotated.tif:0043-0531,567,49.439,34.665,739.816,530.509,740.461,530.184,724,519,31,25,0.817,28032.000,28032.000,1.276,0.784,0.930
26,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0372_WT_P49_NR_F_s5h1_Merged.tif_rotated.tif:0044-0528,332,25.693,9.331,959.039,528.870,958.608,528.934,947,519,24,19,0.827,8530.000,8530.000,1.349,0.741,0.903
27,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0372_WT_P49_NR_F_s5h1_Merged.tif_rotated.tif:0045-0537,602,36.457,20.123,783.988,537.301,783.057,536.724,770,523,29,28,0.764,21947.000,21947.000,1.439,0.695,0.918
28,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0372_WT_P49_NR_F_s5h1_Merged.tif_rotated.tif:0046-0545,702,17.879,9.072,79.605,547.157,79.369,547.350,64,527,28,37,0.634,12551.000,12551.000,1.545,0.647,0.879
29,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0372_WT_P49_NR_F_s5h1_Merged.tif_rotated.tif:0047-0541,442,23.229,11.163,1183.161,541.233,1182.628,541.015,1169,530,27,22,0.756,10267.000,10267.000,1.291,0.775,0.910
30,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0372_WT_P49_NR_F_s5h1_Merged.tif_rotated.tif:0049-0551,413,19.702,5.313,282.255,550.483,282.109,550.576,269,540,25,22,0.862,8137.000,8137.000,1.286,0.777,0.935
31,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0372_WT_P49_NR_F_s5h1_Merged.tif_rotated.tif:0052-0576,414,18.184,8.706,91.671,576.541,91.724,576.534,80,564,25,24,0.866,7528.000,7528.000,1.050,0.952,0.927
32,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0372_WT_P49_NR_F_s5h1_Merged.tif_rotated.tif:0054-0588,584,34.800,23.203,496.202,588.418,497.362,588.442,481,574,28,29,0.840,20323.000,20323.000,1.261,0.793,0.918
33,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0372_WT_P49_NR_F_s5h1_Merged.tif_rotated.tif:0056-0595,569,28.856,14.175,678.989,593.127,678.958,593.238,666,578,27,35,0.734,16419.000,16419.000,1.366,0.732,0.888
34,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0372_WT_P49_NR_F_s5h1_Merged.tif_rotated.tif:0057-0589,237,32.013,9.498,520.854,589.335,520.673,589.362,513,580,17,18,0.932,7587.000,7587.000,1.116,0.896,0.940
