 ,Label,Area,Mean,StdDev,X,Y,XM,YM,BX,BY,Width,Height,Circ.,IntDen,RawIntDen,AR,Round,Solidity
1,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0387_KO_P49_NR_F_s3h1_Merged.tif_rotated.tif:0002-0315,471,21.064,5.449,827.128,314.644,827.318,314.452,811,303,30,25,0.745,9921.000,9921.000,1.830,0.546,0.873
2,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0387_KO_P49_NR_F_s3h1_Merged.tif_rotated.tif:0003-0329,661,23.266,13.729,714.520,329.768,714.764,330.935,700,312,29,34,0.791,15379.000,15379.000,1.297,0.771,0.896
3,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0387_KO_P49_NR_F_s3h1_Merged.tif_rotated.tif:0004-0336,329,18.088,5.032,746.926,335.919,746.778,336.089,735,324,21,24,0.783,5951.000,5951.000,1.105,0.905,0.887
4,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0387_KO_P49_NR_F_s3h1_Merged.tif_rotated.tif:0005-0352,433,16.674,5.258,394.976,353.461,394.653,353.812,384,338,22,28,0.836,7220.000,7220.000,1.471,0.680,0.933
5,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0387_KO_P49_NR_F_s3h1_Merged.tif_rotated.tif:0007-0365,555,31.220,15.944,542.583,364.743,542.688,365.694,530,350,26,30,0.889,17327.000,17327.000,1.238,0.808,0.941
6,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0387_KO_P49_NR_F_s3h1_Merged.tif_rotated.tif:0009-0369,485,13.678,5.804,46.533,367.465,46.546,368.032,36,353,21,32,0.796,6634.000,6634.000,1.352,0.740,0.919
7,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0387_KO_P49_NR_F_s3h1_Merged.tif_rotated.tif:0010-0372,422,26.844,9.148,904.242,372.384,904.044,372.650,894,359,21,26,0.922,11328.000,11328.000,1.217,0.822,0.949
8,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0387_KO_P49_NR_F_s3h1_Merged.tif_rotated.tif:0011-0373,345,20.455,5.790,1040.054,372.619,1040.123,372.443,1030,362,20,22,0.933,7057.000,7057.000,1.045,0.957,0.947
9,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0387_KO_P49_NR_F_s3h1_Merged.tif_rotated.tif:0012-0380,523,19.161,6.311,459.940,380.999,460.118,382.126,447,366,26,29,0.872,10021.000,10021.000,1.209,0.827,0.936
10,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0387_KO_P49_NR_F_s3h1_Merged.tif_rotated.tif:0013-0379,438,25.484,8.747,514.822,379.836,515.126,379.639,504,366,21,27,0.869,11162.000,11162.000,1.339,0.747,0.944
11,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0387_KO_P49_NR_F_s3h1_Merged.tif_rotated.tif:0014-0383,560,46.568,31.355,572.014,384.182,572.375,384.121,559,367,26,32,0.726,26078.000,26078.000,1.279,0.782,0.901
12,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0387_KO_P49_NR_F_s3h1_Merged.tif_rotated.tif:0015-0401,376,29.064,8.850,868.827,401.668,868.587,402.110,860,387,18,29,0.809,10928.000,10928.000,1.662,0.602,0.924
13,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0387_KO_P49_NR_F_s3h1_Merged.tif_rotated.tif:0016-0411,764,22.229,11.428,270.876,407.753,271.079,408.799,255,388,29,46,0.482,16983.000,16983.000,1.686,0.593,0.785
14,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0387_KO_P49_NR_F_s3h1_Merged.tif_rotated.tif:0017-0414,787,47.147,38.440,420.766,414.985,420.618,414.901,408,394,28,40,0.747,37105.000,37105.000,1.449,0.690,0.923
15,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0387_KO_P49_NR_F_s3h1_Merged.tif_rotated.tif:0018-0417,520,23.912,8.937,472.279,418.331,472.056,418.150,461,400,25,34,0.694,12434.000,12434.000,1.432,0.699,0.862
16,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0387_KO_P49_NR_F_s3h1_Merged.tif_rotated.tif:0019-0409,170,39.253,14.782,737.406,408.588,737.262,409.058,729,401,15,17,0.877,6673.000,6673.000,1.387,0.721,0.914
17,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_AC0387_KO_P49_NR_F_s3h1_Merged.tif_rotated.tif:0020-0419,530,30.462,11.981,846.613,420.083,847.355,420.551,832,405,29,29,0.694,16145.000,16145.000,1.520,0.658,0.886
