 ,Label,Area,Mean,StdDev,X,Y,XM,YM,BX,BY,Width,Height,Circ.,IntDen,RawIntDen,AR,Round,Solidity
1,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_536635_KO_P50_NR_M_s4h1_Merged.tif_rotated.tif:0001-0374,399,51.065,38.490,197.001,373.680,196.077,374.270,185,362,23,24,0.928,20375.000,20375.000,1.172,0.853,0.944
2,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_536635_KO_P50_NR_M_s4h1_Merged.tif_rotated.tif:0003-0411,648,42.727,35.373,203.150,411.938,206.233,411.954,186,397,36,28,0.763,27687.000,27687.000,1.495,0.669,0.901
3,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_536635_KO_P50_NR_M_s4h1_Merged.tif_rotated.tif:0005-0440,910,39.405,23.174,551.734,441.231,553.320,440.281,535,422,37,37,0.486,35859.000,35859.000,1.134,0.882,0.853
4,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_536635_KO_P50_NR_M_s4h1_Merged.tif_rotated.tif:0006-0446,312,73.551,53.743,1014.772,446.776,1015.549,446.253,1006,434,18,24,0.852,22948.000,22948.000,1.334,0.750,0.918
5,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_536635_KO_P50_NR_M_s4h1_Merged.tif_rotated.tif:0008-0478,925,39.752,26.080,694.847,476.647,696.296,476.988,672,463,49,30,0.425,36771.000,36771.000,2.043,0.489,0.773
6,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_536635_KO_P50_NR_M_s4h1_Merged.tif_rotated.tif:0009-0484,673,51.431,36.043,417.307,483.377,417.252,482.946,403,465,26,38,0.796,34613.000,34613.000,1.515,0.660,0.920
7,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_536635_KO_P50_NR_M_s4h1_Merged.tif_rotated.tif:0012-0497,737,49.559,37.666,61.372,498.292,58.235,499.153,42,483,40,28,0.751,36525.000,36525.000,1.565,0.639,0.903
8,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_536635_KO_P50_NR_M_s4h1_Merged.tif_rotated.tif:0013-0493,263,56.985,45.550,163.481,493.804,162.421,493.291,153,484,20,19,0.864,14987.000,14987.000,1.104,0.906,0.915
9,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_536635_KO_P50_NR_M_s4h1_Merged.tif_rotated.tif:0015-0514,535,41.379,27.538,941.564,514.569,941.812,513.442,929,499,24,31,0.789,22138.000,22138.000,1.398,0.715,0.907
10,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_536635_KO_P50_NR_M_s4h1_Merged.tif_rotated.tif:0016-0517,477,47.744,34.279,739.563,516.383,739.116,516.121,728,502,23,30,0.800,22774.000,22774.000,1.341,0.746,0.909
11,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_536635_KO_P50_NR_M_s4h1_Merged.tif_rotated.tif:0019-0534,707,59.027,47.914,1159.054,532.100,1158.789,532.414,1145,515,27,38,0.659,41732.000,41732.000,1.497,0.668,0.866
12,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_536635_KO_P50_NR_M_s4h1_Merged.tif_rotated.tif:0020-0530,495,40.616,21.781,831.407,529.496,831.787,529.008,820,516,24,28,0.905,20105.000,20105.000,1.206,0.829,0.942
13,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_536635_KO_P50_NR_M_s4h1_Merged.tif_rotated.tif:0023-0541,811,44.629,31.386,257.274,541.154,256.474,540.009,239,520,38,43,0.575,36194.000,36194.000,1.626,0.615,0.826
14,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_536635_KO_P50_NR_M_s4h1_Merged.tif_rotated.tif:0024-0546,500,45.236,30.424,993.656,546.618,993.513,546.595,984,531,21,31,0.848,22618.000,22618.000,1.543,0.648,0.943
15,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_536635_KO_P50_NR_M_s4h1_Merged.tif_rotated.tif:0025-0544,357,49.625,39.857,585.836,544.808,586.501,547.533,576,532,20,25,0.823,17716.000,17716.000,1.669,0.599,0.933
