 ,Label,Area,Mean,StdDev,X,Y,XM,YM,BX,BY,Width,Height,Circ.,IntDen,RawIntDen,AR,Round,Solidity
1,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_536634_KO_P50_MD_F_s2h1_Merged.tif_rotated.tif:0001-0319,694,35.718,19.630,447.696,320.352,447.910,321.093,435,300,28,38,0.778,24788.000,24788.000,1.697,0.589,0.913
2,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_536634_KO_P50_MD_F_s2h1_Merged.tif_rotated.tif:0003-0348,395,30.258,7.438,1004.176,347.778,1004.158,347.950,994,336,21,24,0.946,11952.000,11952.000,1.125,0.889,0.953
3,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_536634_KO_P50_MD_F_s2h1_Merged.tif_rotated.tif:0005-0376,692,57.842,35.026,370.354,376.389,370.235,376.487,358,355,25,42,0.676,40027.000,40027.000,1.863,0.537,0.887
4,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_536634_KO_P50_MD_F_s2h1_Merged.tif_rotated.tif:0007-0374,655,39.212,22.888,27.981,375.360,27.601,375.211,13,357,30,34,0.785,25684.000,25684.000,1.284,0.779,0.923
5,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_536634_KO_P50_MD_F_s2h1_Merged.tif_rotated.tif:0008-0383,596,30.792,12.622,101.493,385.812,101.482,386.298,89,365,25,36,0.733,18352.000,18352.000,1.452,0.689,0.901
6,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_536634_KO_P50_MD_F_s2h1_Merged.tif_rotated.tif:0009-0389,359,43.031,13.215,682.221,388.993,682.172,389.108,672,377,20,24,0.910,15448.000,15448.000,1.171,0.854,0.942
7,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_536634_KO_P50_MD_F_s2h1_Merged.tif_rotated.tif:0010-0393,449,41.873,13.564,954.337,393.507,954.492,393.537,943,379,21,29,0.837,18801.000,18801.000,1.443,0.693,0.933
8,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_536634_KO_P50_MD_F_s2h1_Merged.tif_rotated.tif:0012-0402,437,43.041,15.791,611.493,401.793,611.697,402.491,601,388,22,28,0.882,18809.000,18809.000,1.331,0.751,0.931
9,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_536634_KO_P50_MD_F_s2h1_Merged.tif_rotated.tif:0013-0404,367,41.757,13.085,912.966,404.225,912.754,404.186,903,391,20,26,0.846,15325.000,15325.000,1.406,0.711,0.926
10,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_536634_KO_P50_MD_F_s2h1_Merged.tif_rotated.tif:0014-0409,617,60.686,33.053,1099.771,409.532,1099.755,409.974,1087,391,25,36,0.789,37443.000,37443.000,1.791,0.558,0.931
11,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_536634_KO_P50_MD_F_s2h1_Merged.tif_rotated.tif:0015-0411,512,53.334,27.620,491.463,413.250,491.611,413.648,480,395,23,33,0.723,27307.000,27307.000,1.618,0.618,0.881
12,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_536634_KO_P50_MD_F_s2h1_Merged.tif_rotated.tif:0016-0416,409,53.403,21.169,976.757,417.326,976.505,417.183,963,405,26,23,0.808,21842.000,21842.000,1.407,0.711,0.911
13,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_536634_KO_P50_MD_F_s2h1_Merged.tif_rotated.tif:0017-0427,844,59.239,29.454,639.166,423.254,639.224,422.421,621,407,43,41,0.455,49998.000,49998.000,1.441,0.694,0.721
14,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_536634_KO_P50_MD_F_s2h1_Merged.tif_rotated.tif:0018-0444,1346,57.420,24.115,314.015,443.337,315.009,443.890,293,422,43,45,0.378,77287.000,77287.000,1.047,0.955,0.759
15,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_536634_KO_P50_MD_F_s2h1_Merged.tif_rotated.tif:0019-0439,724,56.431,25.264,236.675,439.398,236.827,439.238,218,425,35,28,0.814,40856.000,40856.000,1.402,0.713,0.925
16,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_536634_KO_P50_MD_F_s2h1_Merged.tif_rotated.tif:0020-0452,578,62.097,34.458,28.711,453.145,28.620,453.433,17,435,26,35,0.762,35892.000,35892.000,1.296,0.772,0.884
17,C2-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_536634_KO_P50_MD_F_s2h1_Merged.tif_rotated.tif:0021-0460,497,68.934,25.578,1091.641,461.597,1091.977,462.140,1081,444,20,33,0.774,34260.000,34260.000,1.636,0.611,0.925
