 ,Label,Area,Mean,StdDev,X,Y,XM,YM,BX,BY,Width,Height,Circ.,IntDen,RawIntDen,AR,Round,Solidity
1,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543331_WT_P50_MD_M_s2h1_Merged.tif_rotated.tif:0002-0308,458,27.729,16.358,476.312,308.197,475.824,307.690,464,296,26,25,0.905,12700.000,12700.000,1.062,0.941,0.936
2,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543331_WT_P50_MD_M_s2h1_Merged.tif_rotated.tif:0003-0310,232,40.513,31.600,837.026,309.422,837.293,309.890,828,301,18,18,0.905,9399.000,9399.000,1.103,0.906,0.917
3,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543331_WT_P50_MD_M_s2h1_Merged.tif_rotated.tif:0004-0359,641,21.841,15.258,772.885,359.912,772.780,360.765,759,341,27,36,0.821,14000.000,14000.000,1.336,0.748,0.925
4,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543331_WT_P50_MD_M_s2h1_Merged.tif_rotated.tif:0006-0367,603,23.494,12.451,229.608,367.105,229.626,367.364,213,353,33,28,0.746,14167.000,14167.000,1.512,0.661,0.905
5,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543331_WT_P50_MD_M_s2h1_Merged.tif_rotated.tif:0007-0372,926,28.154,16.173,295.225,371.842,294.040,371.924,270,355,46,34,0.484,26071.000,26071.000,1.800,0.556,0.778
6,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543331_WT_P50_MD_M_s2h1_Merged.tif_rotated.tif:0008-0374,427,19.909,11.015,464.875,373.139,464.283,372.734,454,362,23,24,0.886,8501.000,8501.000,1.174,0.852,0.939
7,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543331_WT_P50_MD_M_s2h1_Merged.tif_rotated.tif:0009-0383,540,21.515,9.382,337.533,383.000,337.230,383.146,324,370,29,27,0.838,11618.000,11618.000,1.218,0.821,0.924
8,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543331_WT_P50_MD_M_s2h1_Merged.tif_rotated.tif:0010-0383,500,40.456,41.069,428.788,382.884,429.074,382.171,417,370,25,27,0.901,20228.000,20228.000,1.150,0.870,0.946
9,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543331_WT_P50_MD_M_s2h1_Merged.tif_rotated.tif:0011-0394,415,22.706,14.186,256.355,394.589,255.959,394.112,246,381,22,26,0.818,9423.000,9423.000,1.356,0.738,0.927
10,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543331_WT_P50_MD_M_s2h1_Merged.tif_rotated.tif:0012-0403,494,25.484,12.725,614.085,402.119,614.049,402.311,603,388,23,30,0.849,12589.000,12589.000,1.355,0.738,0.931
11,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543331_WT_P50_MD_M_s2h1_Merged.tif_rotated.tif:0014-0416,458,32.587,29.948,1150.041,416.978,1150.813,416.488,1138,404,24,25,0.890,14925.000,14925.000,1.316,0.760,0.937
12,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543331_WT_P50_MD_M_s2h1_Merged.tif_rotated.tif:0015-0420,303,19.363,11.113,535.295,420.536,536.062,421.115,526,409,18,23,0.869,5867.000,5867.000,1.324,0.755,0.927
13,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543331_WT_P50_MD_M_s2h1_Merged.tif_rotated.tif:0016-0419,330,31.252,32.977,569.400,419.679,570.030,419.920,557,410,23,19,0.940,10313.000,10313.000,1.191,0.840,0.950
14,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543331_WT_P50_MD_M_s2h1_Merged.tif_rotated.tif:0017-0425,576,34.587,31.981,182.108,423.753,182.724,422.298,163,412,33,26,0.724,19922.000,19922.000,1.335,0.749,0.882
15,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543331_WT_P50_MD_M_s2h1_Merged.tif_rotated.tif:0019-0432,447,19.058,9.112,31.589,430.891,31.459,430.629,18,421,27,22,0.856,8519.000,8519.000,1.196,0.836,0.931
16,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543331_WT_P50_MD_M_s2h1_Merged.tif_rotated.tif:0020-0434,310,39.706,34.232,358.761,433.790,358.867,433.367,348,424,20,21,0.939,12309.000,12309.000,1.224,0.817,0.944
17,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543331_WT_P50_MD_M_s2h1_Merged.tif_rotated.tif:0022-0447,706,24.106,16.266,747.190,448.146,748.050,449.624,735,425,23,44,0.661,17019.000,17019.000,2.150,0.465,0.883
18,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543331_WT_P50_MD_M_s2h1_Merged.tif_rotated.tif:0024-0451,788,31.082,30.600,444.567,452.494,445.145,452.052,428,431,36,40,0.436,24493.000,24493.000,1.513,0.661,0.826
19,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543331_WT_P50_MD_M_s2h1_Merged.tif_rotated.tif:0025-0451,487,18.661,10.665,1066.769,450.592,1066.606,450.749,1056,436,21,30,0.866,9088.000,9088.000,1.436,0.696,0.943
20,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543331_WT_P50_MD_M_s2h1_Merged.tif_rotated.tif:0026-0463,503,26.986,24.557,1010.546,462.782,1010.432,461.461,997,447,25,32,0.823,13574.000,13574.000,1.290,0.775,0.915
21,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543331_WT_P50_MD_M_s2h1_Merged.tif_rotated.tif:0027-0471,1336,28.052,18.993,574.896,468.212,574.896,468.835,548,450,57,43,0.434,37477.000,37477.000,1.335,0.749,0.809
22,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543331_WT_P50_MD_M_s2h1_Merged.tif_rotated.tif:0028-0459,305,37.292,34.329,702.264,459.638,703.618,459.424,692,450,21,19,0.965,11374.000,11374.000,1.125,0.889,0.950
23,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543331_WT_P50_MD_M_s2h1_Merged.tif_rotated.tif:0029-0482,449,20.557,8.545,498.075,482.139,498.010,482.317,487,469,23,27,0.787,9230.000,9230.000,1.269,0.788,0.912
24,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543331_WT_P50_MD_M_s2h1_Merged.tif_rotated.tif:0030-0484,373,23.807,12.855,617.696,485.034,617.811,484.640,606,473,23,23,0.902,8880.000,8880.000,1.202,0.832,0.936
25,C1-MAX_TILESCANS_20250703_CTNND2_ASTRO_adolescent_WFA_PV_slidemounted_escent_WFA_PV_slidemounted_set2_543331_WT_P50_MD_M_s2h1_Merged.tif_rotated.tif:0031-0485,349,48.966,39.610,444.213,484.205,443.803,482.986,431,475,25,21,0.844,17089.000,17089.000,1.083,0.923,0.906
